id,link
254614,https://www.pluralsight.com/courses/windows-server-2022-manage-workloads-hybrid-environments-cert
254617,https://www.pluralsight.com/courses/microsoft-azure-iot-developer-configure-stream-processing
254618,https://www.pluralsight.com/courses/building-resilient-streaming-analytics-systems-google-cloud
254630,https://www.pluralsight.com/courses/vmware-nsx-t-data-center-concepts-use-cases-cert
254642,https://www.pluralsight.com/courses/os-analysis-volatility
254663,https://www.pluralsight.com/courses/ng-conf-2021-session-32-part-2
254670,https://www.pluralsight.com/courses/servicenow-setting-up-virtual-agent
254674,https://www.pluralsight.com/courses/data-manipulation-alteryx
254681,https://www.pluralsight.com/courses/play-by-play-crafting-audience-experience-salesforce-communities
254685,https://www.pluralsight.com/courses/oracle-database-program-handling-exceptions
254686,https://www.pluralsight.com/courses/first-coursetalent-transformation-101-change-management-part-1
254688,https://www.pluralsight.com/courses/introduction-google-workspace
254693,https://www.pluralsight.com/courses/google-cloud-fundamentals-azure-professionals-core-infrastructure
254695,https://www.pluralsight.com/courses/google-cloud-fundamentals-aws-professionals
254696,https://www.pluralsight.com/courses/managing-securing-apigee-hybrid-api-platform-3
254697,https://www.pluralsight.com/courses/msft-teams-voice-engineer-plan-configure-direct-routing
254701,https://www.pluralsight.com/courses/ng-conf-2020-session-40
254703,https://www.pluralsight.com/courses/architecting-installing-apigee-hybrid-api-platform-3
254708,https://www.pluralsight.com/courses/service-design-process-lifecycle-mapping
254715,https://www.pluralsight.com/courses/microsoft-azure-solutions-architect-design-backup-recovery
254718,https://www.pluralsight.com/courses/tensorflow-google-cloud-1
254722,https://www.pluralsight.com/courses/reconnaissance-spiderfoot
254749,https://www.pluralsight.com/courses/moving-storefront-workspace
254750,https://www.pluralsight.com/courses/getting-started-service-design
254755,https://www.pluralsight.com/courses/getting-started-google-kubernetes-engine-6
254759,https://www.pluralsight.com/courses/javascript-while-loops
254769,https://www.pluralsight.com/courses/specialized-attacks-physical-social-engineering
254770,https://www.pluralsight.com/courses/microsoft-azure-solutions-architect-design-databases
254776,https://www.pluralsight.com/courses/aws-sysops-admin-implement-cost-optimization-strategies
254785,https://www.pluralsight.com/courses/msft-teams-voice-engineer-optimize-network-performance-cert
254793,https://www.pluralsight.com/courses/preparing-professional-cloud-security-engineer-journey-2
254794,https://www.pluralsight.com/courses/upgrading-monitoring-apigee-hybrid-api-platform-3
254795,https://www.pluralsight.com/courses/successful-teams
254800,https://www.pluralsight.com/courses/comptia-linux-plus-security-cert
254802,https://www.pluralsight.com/courses/vue-cypress-end-to-end-testing
254805,https://www.pluralsight.com/courses/azure-monthly-update-episode-1
254812,https://www.pluralsight.com/courses/reconnaissance-shodan
254835,https://www.pluralsight.com/courses/launching-machine-learning-1
254836,https://www.pluralsight.com/courses/feature-engineering-1
254837,https://www.pluralsight.com/courses/tensorflow-google-cloud
254846,https://www.pluralsight.com/courses/microsoft-azure-iot-developer-implement-device-security-using-dps
254847,https://www.pluralsight.com/courses/exam-alert-monitor-troubleshoot-optimize-iot-solutions-microsoft-azure
254852,https://www.pluralsight.com/courses/javascript-alert-confirm-prompt
254856,https://www.pluralsight.com/courses/cct-data-center-cisco-ucs-nx-os-software-operation-cert
254861,https://www.pluralsight.com/courses/windows-server-2022-manage-virtual-machines-containers-cert
254880,https://www.pluralsight.com/courses/knowledge-manager-101
254887,https://www.pluralsight.com/courses/code-school-javascript-road-trip-part-2
254889,https://www.pluralsight.com/courses/hashicorp-consul-associate-intro-cert
254891,https://www.pluralsight.com/courses/hybrid-cloud-infrastructure-foundations-anthos-3
254903,https://www.pluralsight.com/courses/planning-google-workspace-deployment
254914,https://www.pluralsight.com/courses/exploring-product-management-philosophies-frameworks
254922,https://www.pluralsight.com/courses/integrating-business-intelligence-tools-databricks
254928,https://www.pluralsight.com/courses/msft-teams-voice-engineer-teams-phone-voice-users-configure-cert
254932,https://www.pluralsight.com/courses/intelligence-reporting-dissemination-ctia-cert
254970,https://www.pluralsight.com/courses/technical-professionals-managing
254980,https://www.pluralsight.com/courses/hybrid-cloud-multi-cluster-anthos-2
254981,https://www.pluralsight.com/courses/hybrid-cloud-service-mesh-anthos-1
254998,https://www.pluralsight.com/courses/exploring-augmented-analytics-ibm-watson
255009,https://www.pluralsight.com/courses/monthly-malware-april
255011,https://www.pluralsight.com/courses/hashicorp-consul-ensuring-security
255016,https://www.pluralsight.com/courses/solarwinds-big-picture
255119,https://www.pluralsight.com/courses/sirikit-introduction
255143,https://www.pluralsight.com/courses/ansible-cloud-networks-automating-multi-vendor
255145,https://www.pluralsight.com/courses/getting-started-embedded-analytics-sisense
255146,https://www.pluralsight.com/courses/introduction-citrix-secure-internet-access-citrix-virtual-apps-desktops
255147,https://www.pluralsight.com/courses/msft-365-mobility-security-introduction
255148,https://www.pluralsight.com/courses/build-first-dashboard-geckoboard
255149,https://www.pluralsight.com/courses/mem-cloud-management-gateway-mecm
255150,https://www.pluralsight.com/courses/fundamentals-citrix-gateway-service
255151,https://www.pluralsight.com/courses/google-docs
255152,https://www.pluralsight.com/courses/accessdata-password-recovery-toolkit-prtk
255153,https://www.pluralsight.com/courses/macos-data-management
255155,https://www.pluralsight.com/courses/citrix-adc-high-availability-disaster-recovery-cert
255156,https://www.pluralsight.com/courses/comptia-cloud-plus-troubleshooting-cert
255157,https://www.pluralsight.com/courses/exploring-product-launch-plan
255158,https://www.pluralsight.com/courses/fundamentals-citrix-workspace-microapps
255159,https://www.pluralsight.com/courses/fundamentals-citrix-content-collaboration
255160,https://www.pluralsight.com/courses/deploying-managing-windows-workloads-google-cloud
255163,https://www.pluralsight.com/courses/whats-new-office-2021
255164,https://www.pluralsight.com/courses/comptia-cloud-plus-security-cert
255165,https://www.pluralsight.com/courses/serverless-data-processing-dataflow-develop-pipelines
255166,https://www.pluralsight.com/courses/microsoft-365-security-management-fundamentals
255167,https://www.pluralsight.com/courses/scom-2019-whats-new
255168,https://www.pluralsight.com/courses/mem-mecm-intune-compliance-policies
255169,https://www.pluralsight.com/courses/configuring-managing-workspaces-databricks-service
255170,https://www.pluralsight.com/courses/integrating-azure-databricks-local-development-environments
255171,https://www.pluralsight.com/courses/integrating-sql-etl-tools-databricks
255172,https://www.pluralsight.com/courses/getting-started-augmented-analytics
